"CpG_pos","Coefficient","CpG_pos_hg19"
"chr3:116135785:116135786",-0.003402803,"chr3:115854632:115854633"
"chr2:68188985:68188986",-0.0033984,"chr2:68416117:68416118"
"chr19:46029538:46029539",-0.003394251,"chr19:46532796:46532797"
"chr8:533814:533815",0.003391062,"chr8:483814:483815"
"chr12:22019037:22019038",-0.003388649,"chr12:22171971:22171972"
"chr12:102769481:102769482",-0.003388101,"chr12:103163259:103163260"
"chr18:74764453:74764454",0.003387275,"chr18:72476409:72476410"
"chr2:225464702:225464703",-0.003386863,"chr2:226329418:226329419"
"chr11:12512004:12512005",-0.00338613,"chr11:12533551:12533552"
"chr2:163574221:163574222",0.003385437,"chr2:164430731:164430732"
"chr8:103105913:103105914",-0.003373278,"chr8:104118141:104118142"
"chr7:16455932:16455933",-0.003359849,"chr7:16495557:16495558"
"chr5:54844982:54844983",-0.003358343,"chr5:54140810:54140811"
"chr3:85218425:85218426",-0.003357602,"chr3:85267575:85267576"
"chr1:236848928:236848929",0.003354587,"chr1:237012228:237012229"
"chr17:75854508:75854509",-0.003352799,"chr17:73850589:73850590"
"chr15:46012734:46012735",-0.003350087,"chr15:46304932:46304933"
"chr21:28534575:28534576",-0.003347655,"chr21:29906897:29906898"
"chr8:56928870:56928871",-0.003345952,"chr8:57841429:57841430"
"chr20:54098065:54098066",0.003340838,"chr20:52714604:52714605"
"chr6:42046651:42046652",-0.003336962,"chr6:42014389:42014390"
"chr11:31826613:31826614",0.003336142,"chr11:31848160:31848161"
"chr10:53210447:53210448",-0.003333167,"chr10:54970207:54970208"
"chr21:32613229:32613230",0.003331626,"chr21:33985539:33985540"
"chr14:56808442:56808443",0.003331316,"chr14:57275160:57275161"
"chr8:136369580:136369581",-0.003329529,"chr8:137381823:137381824"
"chr4:174635156:174635157",-0.003329326,"chr4:175556307:175556308"
"chr13:99986130:99986131",0.003324449,"chr13:100638384:100638385"
"chr6:98304719:98304720",-0.003324153,"chr6:98752595:98752596"
"chr5:167167398:167167399",0.003323235,"chr5:166594403:166594404"
"chr6:97077212:97077213",0.00332009,"chr6:97525088:97525089"
"chr20:51747097:51747098",-0.003319111,"chr20:50363636:50363637"
"chr4:183400652:183400653",0.003319036,"chr4:184321805:184321806"
"chr6:47759106:47759107",0.003311314,"chr6:47726842:47726843"
"chr1:20560106:20560107",-0.003308833,"chr1:20886599:20886600"
"chr8:66774447:66774448",-0.003307908,"chr8:67686682:67686683"
"chr10:19818449:19818450",-0.003307512,"chr10:20107378:20107379"
"chr11:27965351:27965352",0.00330708,"chr11:27986898:27986899"
"chr3:197018430:197018431",-0.003299196,"chr3:196745301:196745302"
"chr4:148410623:148410624",0.003291149,"chr4:149331775:149331776"
"chr8:60161726:60161727",-0.003289739,"chr8:61074285:61074286"
"chr2:239251502:239251503",-0.003289361,"chr2:240173198:240173199"
"chr11:110433222:110433223",-0.003277417,"chr11:110303946:110303947"
"chr7:82549854:82549855",-0.003276556,"chr7:82179170:82179171"
"chr22:33756876:33756877",0.003273892,"chr22:34152863:34152864"
"chr8:30965977:30965978",-0.003272821,"chr8:30823493:30823494"
"chr8:59385640:59385641",-0.003267801,"chr8:60298199:60298200"
"chr16:33770597:33770598",0.003266994,"chr16:33573064:33573065"
"chr11:131299834:131299835",0.003258951,"chr11:131169729:131169730"
"chr10:57250913:57250914",-0.003251049,"chr10:59010673:59010674"
"chr20:59595410:59595411",-0.003249478,"chr20:58170465:58170466"
"chr1:184260364:184260365",-0.00324777,"chr1:184229498:184229499"
"chr7:31204484:31204485",-0.003247468,"chr7:31244098:31244099"
"chr8:135512429:135512430",-0.003235636,"chr8:136524672:136524673"
"chr12:11587491:11587492",-0.003234806,"chr12:11740425:11740426"
"chr6:116681994:116681995",0.003225531,"chr6:117003157:117003158"
"chr5:173601636:173601637",0.003218255,"chr5:173028639:173028640"
"chr19:18410506:18410507",-0.003217839,"chr19:18521316:18521317"
"chr5:10377460:10377461",0.003215282,"chr5:10377572:10377573"
"chr1:247448348:247448349",0.00320944,"chr1:247611650:247611651"
"chr5:109615096:109615097",-0.003208,"chr5:108950797:108950798"
"chr1:174875379:174875380",-0.00319608,"chr1:174844517:174844518"
"chr9:17274616:17274617",-0.003194251,"chr9:17274614:17274615"
"chr3:169667211:169667212",-0.003193983,"chr3:169384999:169385000"
"chr2:29318629:29318630",0.003189823,"chr2:29541495:29541496"
"chr6:18545194:18545195",-0.003182505,"chr6:18545425:18545426"
"chr15:46677503:46677504",-0.003173848,"chr15:46969701:46969702"
"chr22:31108319:31108320",-0.003173172,"chr22:31504305:31504306"
"chr1:52192389:52192390",0.003172475,"chr1:52658061:52658062"
"chr6:87723143:87723144",0.003161763,"chr6:88432861:88432862"
"chr19:13014219:13014220",0.003159461,"chr19:13125033:13125034"
"chr2:227568544:227568545",0.003151897,"chr2:228433260:228433261"
"chr6:158819731:158819732",0.003147264,"chr6:159240763:159240764"
"chr4:140253810:140253811",-0.003143283,"chr4:141174964:141174965"
"chr1:78413920:78413921",0.003142204,"chr1:78879605:78879606"
"chr7:43241941:43241942",0.003134742,"chr7:43281540:43281541"
"chr16:23052500:23052501",0.00313273,"chr16:23063821:23063822"
"chr21:18041217:18041218",-0.003127291,"chr21:19413535:19413536"
"chr10:27418388:27418389",0.003124968,"chr10:27707317:27707318"
"chr3:133628702:133628703",-0.003116405,"chr3:133347546:133347547"
"chr12:69822088:69822089",-0.003102117,"chr12:70215868:70215869"
"chr2:66590979:66590980",-0.003101719,"chr2:66818111:66818112"
"chr4:181052361:181052362",-0.003099851,"chr4:181973514:181973515"
"chr16:51132718:51132719",0.003094068,"chr16:51166629:51166630"
"chr1:100751387:100751388",0.003089451,"chr1:101216943:101216944"
"chr13:46407424:46407425",0.003083946,"chr13:46981559:46981560"
"chr13:64272932:64272933",-0.003080006,"chr13:64847064:64847065"
"chr5:220052:220053",-0.003077572,"chr5:220167:220168"
"chr4:19739464:19739465",0.003076378,"chr4:19741087:19741088"
"chr5:77644905:77644906",0.003068142,"chr5:76940730:76940731"
"chr5:161619595:161619596",-0.003067571,"chr5:161046601:161046602"
"chr4:179012314:179012315",0.003064594,"chr4:179933468:179933469"
"chr17:1988442:1988443",-0.003062867,"chr17:1891736:1891737"
"chr2:163702254:163702255",-0.003059465,"chr2:164558764:164558765"
"chr11:126220094:126220095",0.003055106,"chr11:126089989:126089990"
"chr13:28322689:28322690",-0.003046207,"chr13:28896826:28896827"
"chr6:14323940:14323941",0.003040438,"chr6:14324171:14324172"
"chr1:209650244:209650245",-0.003038546,"chr1:209823589:209823590"
"chr5:38140966:38140967",0.003032545,"chr5:38141068:38141069"
"chr6:1367347:1367348",-0.003030823,"chr6:1367582:1367583"
"chr4:3038609:3038610",-0.003024088,"chr4:3040336:3040337"
"chr20:209031:209032",-0.003021006,"chr20:189672:189673"
"chr17:38939224:38939225",0.003015106,"chr17:37095477:37095478"
"chr4:48374428:48374429",0.003012217,"chr4:48376445:48376446"
"chr8:81649925:81649926",-0.00301216,"chr8:82562160:82562161"
"chr10:118873521:118873522",0.003003746,"chr10:120633033:120633034"
"chr6:55041753:55041754",0.003001049,"chr6:54906551:54906552"
"chr6:149989384:149989385",0.002999119,"chr6:150310520:150310521"
"chr11:130480834:130480835",-0.002996153,"chr11:130350729:130350730"
"chr9:119891235:119891236",0.002994596,"chr9:122653513:122653514"
"chr18:33577759:33577760",0.002994595,"chr18:31157723:31157724"
"chr15:58072588:58072589",-0.002994564,"chr15:58364786:58364787"
"chr7:60991803:60991804",0.002990253,NA
"chr6:46626007:46626008",-0.002989215,"chr6:46593744:46593745"
"chr22:40048367:40048368",0.002987708,"chr22:40444371:40444372"
"chr20:60851677:60851678",0.00298684,"chr20:59426733:59426734"
"chr22:15993781:15993782",0.002984943,NA
"chr5:157822156:157822157",0.002984869,"chr5:157249164:157249165"
"chr21:34885945:34885946",-0.002983781,"chr21:36258242:36258243"
"chr11:118304457:118304458",0.002979571,"chr11:118175172:118175173"
"chr9:135452369:135452370",-0.002976679,"chr9:138344215:138344216"
"chr5:24033170:24033171",0.00297644,"chr5:24033279:24033280"
"chr2:25433444:25433445",0.002975417,"chr2:25656313:25656314"
"chr17:48005712:48005713",-0.002975324,"chr17:46083078:46083079"
"chr18:3088365:3088366",0.002972772,"chr18:3088363:3088364"
"chr13:35454798:35454799",-0.002971885,"chr13:36028935:36028936"
"chr10:119027376:119027377",-0.00296744,"chr10:120786888:120786889"
"chr12:79760071:79760072",-0.002963983,"chr12:80153851:80153852"
"chr14:51761197:51761198",-0.002953419,"chr14:52227915:52227916"
"chr11:17992100:17992101",-0.002949609,"chr11:18013647:18013648"
"chr15:101367325:101367326",-0.002948824,"chr15:101907530:101907531"
"chr1:10693373:10693374",-0.002947823,"chr1:10753430:10753431"
"chr15:87786801:87786802",-0.002947787,"chr15:88330032:88330033"
"chr10:124629847:124629848",0.002946601,"chr10:126318416:126318417"
"chr19:21475626:21475627",0.002945464,"chr19:21658428:21658429"
"chr1:8591172:8591173",0.002942043,"chr1:8651231:8651232"
"chr12:17451953:17451954",0.002934601,"chr12:17604887:17604888"
"chr1:18071643:18071644",-0.002924527,"chr1:18398137:18398138"
"chr4:173602193:173602194",-0.002908715,"chr4:174523344:174523345"
"chr7:9697532:9697533",0.002907532,"chr7:9737161:9737162"
"chr10:99540176:99540177",-0.002905984,"chr10:101299933:101299934"
"chr12:111039055:111039056",-0.002901859,"chr12:111476859:111476860"
"chr7:128134920:128134921",0.002899769,"chr7:127774972:127774973"
"chr16:63042948:63042949",-0.002895323,"chr16:63076852:63076853"
"chr6:27505266:27505267",-0.002892397,"chr6:27473045:27473046"
"chr3:160221474:160221475",-0.002887323,"chr3:159939261:159939262"
"chr10:70680230:70680231",-0.002885149,"chr10:72439986:72439987"
"chr8:41309579:41309580",0.002881863,"chr8:41167098:41167099"
"chr4:72303354:72303355",-0.002870185,"chr4:73169071:73169072"
"chr1:219173557:219173558",-0.002867483,"chr1:219346899:219346900"
"chr2:2057343:2057344",-0.002862448,"chr2:2061115:2061116"
"chr18:69788960:69788961",-0.002861465,"chr18:67456196:67456197"
"chr2:65845473:65845474",0.002860591,"chr2:66072607:66072608"
"chr19:14632353:14632354",-0.002856869,"chr19:14743165:14743166"
"chr6:46653734:46653735",-0.002855919,"chr6:46621471:46621472"
"chr4:26746512:26746513",0.002853928,"chr4:26748134:26748135"
"chr1:248910942:248910943",-0.002853461,"chr1:249205141:249205142"
"chr1:205396914:205396915",-0.002852496,"chr1:205366042:205366043"
"chr1:171858818:171858819",-0.002843407,"chr1:171827958:171827959"
"chr6:154352981:154352982",-0.002832599,"chr6:154674115:154674116"
"chr9:100597289:100597290",-0.002830074,"chr9:103359571:103359572"
"chr6:72760073:72760074",0.002829109,"chr6:73469796:73469797"
"chr19:39002460:39002461",-0.002825632,"chr19:39493100:39493101"
"chr2:202250537:202250538",0.002817573,"chr2:203115260:203115261"
"chr6:79079383:79079384",0.002817473,"chr6:79789100:79789101"
"chr1:41919747:41919748",0.00281663,"chr1:42385418:42385419"
"chr14:89316853:89316854",-0.002812127,"chr14:89783197:89783198"
"chr20:38720527:38720528",0.002812012,"chr20:37349170:37349171"
"chr6:152948716:152948717",-0.002806552,"chr6:153269851:153269852"
"chr11:133995333:133995334",-0.002804579,"chr11:133865228:133865229"
"chr7:35257021:35257022",0.002800574,"chr7:35296632:35296633"
"chr5:15493902:15493903",-0.002795685,"chr5:15494011:15494012"
"chr4:101544177:101544178",-0.002778888,"chr4:102465334:102465335"
"chr2:133728577:133728578",0.00277675,"chr2:134486148:134486149"
"chr15:24938290:24938291",-0.002765907,"chr15:25183437:25183438"
"chr2:198539025:198539026",-0.002763269,"chr2:199403749:199403750"
"chr10:101059969:101059970",-0.002762348,"chr10:102819726:102819727"
"chr19:56751489:56751490",0.002761351,"chr19:57262857:57262858"
"chr6:7540821:7540822",0.002758515,"chr6:7541054:7541055"
"chr20:43894547:43894548",0.002756631,"chr20:42523187:42523188"
"chr1:181325565:181325566",0.002756433,"chr1:181294701:181294702"
"chr5:124352457:124352458",-0.0027493,"chr5:123688150:123688151"
"chr7:70358087:70358088",-0.002747256,"chr7:69823073:69823074"
"chr1:202207754:202207755",-0.002745015,"chr1:202176882:202176883"
"chr10:25456478:25456479",0.002739255,"chr10:25745407:25745408"
"chr15:72320940:72320941",0.002738194,"chr15:72613281:72613282"
"chr7:27198291:27198292",0.002736692,"chr7:27237910:27237911"
"chr1:66733666:66733667",-0.002733948,"chr1:67199349:67199350"
"chr1:6052623:6052624",0.002729945,"chr1:6112683:6112684"
"chr7:3590020:3590021",-0.002727552,"chr7:3629652:3629653"
"chr18:6272173:6272174",0.00272093,"chr18:6272172:6272173"
"chr3:54428413:54428414",-0.002720674,"chr3:54462440:54462441"
"chr5:141409164:141409165",0.002719962,"chr5:140788731:140788732"
"chr12:127006214:127006215",0.002717215,"chr12:127490759:127490760"
"chr4:8947054:8947055",0.002713311,"chr4:8948780:8948781"
"chr2:166639786:166639787",0.002712068,"chr2:167496296:167496297"
"chr5:161812314:161812315",-0.002705603,"chr5:161239320:161239321"
"chr5:166983414:166983415",-0.002702629,"chr5:166410419:166410420"
"chr5:54844976:54844977",-0.002700746,"chr5:54140804:54140805"
"chr5:31953496:31953497",-0.002700025,"chr5:31953602:31953603"
"chr9:69193474:69193475",-0.002699426,"chr9:71808390:71808391"
"chr16:8183447:8183448",-0.002699077,"chr16:8233449:8233450"
"chr6:136774389:136774390",-0.002698051,"chr6:137095527:137095528"
"chr10:26595926:26595927",0.002696906,"chr10:26884855:26884856"
"chr16:73060472:73060473",-0.002694814,"chr16:73094371:73094372"
"chr7:136892112:136892113",-0.002693608,"chr7:136576859:136576860"
"chr17:67015628:67015629",-0.002691248,"chr17:65011744:65011745"
"chr3:82484122:82484123",-0.002683918,"chr3:82533273:82533274"
"chr6:149719138:149719139",-0.002681028,"chr6:150040274:150040275"
"chr9:130931641:130931642",-0.002680584,"chr9:133807028:133807029"
"chr8:38856158:38856159",-0.002678364,"chr8:38713676:38713677"
"chr16:56676480:56676481",0.002671917,"chr16:56710392:56710393"
"chr4:7771572:7771573",-0.002664342,"chr4:7773299:7773300"
"chr3:57598577:57598578",0.002661695,"chr3:57584304:57584305"
"chr3:124507005:124507006",-0.00265997,"chr3:124225852:124225853"
"chr8:64379885:64379886",0.002657099,"chr8:65292442:65292443"
"chr8:27546123:27546124",0.002656545,"chr8:27403640:27403641"
"chr17:8153560:8153561",-0.002652221,"chr17:8056878:8056879"
"chr14:92013912:92013913",-0.002648031,"chr14:92480256:92480257"
"chr15:25814506:25814507",-0.002641543,"chr15:26059653:26059654"
"chr3:89248147:89248148",-0.00264069,"chr3:89297297:89297298"
"chr3:111070353:111070354",0.002638186,"chr3:110789200:110789201"
"chr13:25039856:25039857",-0.002635804,"chr13:25613994:25613995"
"chr9:29636960:29636961",-0.002634726,"chr9:29636958:29636959"
"chr9:110028379:110028380",-0.002630749,"chr9:112790659:112790660"
"chr13:19752837:19752838",-0.002621796,"chr13:20326977:20326978"
"chr15:90196766:90196767",0.002618734,"chr15:90739998:90739999"
"chr12:119906316:119906317",-0.002617074,"chr12:120344120:120344121"
"chr14:99628549:99628550",-0.002616249,"chr14:100094886:100094887"
"chr17:7125432:7125433",-0.002611745,"chr17:7028751:7028752"
"chr1:100772866:100772867",-0.002610758,"chr1:101238422:101238423"
"chr10:107165046:107165047",0.002610293,"chr10:108924804:108924805"
"chr5:140005163:140005164",0.002609816,"chr5:139384748:139384749"
"chr3:68598357:68598358",-0.002604701,"chr3:68647508:68647509"
"chr2:121969484:121969485",-0.002602886,"chr2:122727060:122727061"
"chr5:61407741:61407742",-0.002594192,"chr5:60703568:60703569"
"chr6:27313131:27313132",-0.002593563,"chr6:27280910:27280911"
"chr6:104693707:104693708",0.00258829,"chr6:105141582:105141583"
"chr2:36109831:36109832",-0.002588159,"chr2:36336974:36336975"
"chr8:21238959:21238960",0.002587968,"chr8:21096470:21096471"
"chr1:84363109:84363110",-0.00258647,"chr1:84828792:84828793"
"chr12:12025140:12025141",-0.002585491,"chr12:12178074:12178075"
"chr15:55326214:55326215",0.002581271,"chr15:55618412:55618413"
"chr3:8111175:8111176",-0.00258105,"chr3:8152862:8152863"
"chr3:73056246:73056247",-0.002580482,"chr3:73105397:73105398"
"chr5:123157081:123157082",-0.002572771,"chr5:122492775:122492776"
"chr1:172719091:172719092",-0.0025668,"chr1:172688231:172688232"
"chr4:114292542:114292543",-0.002561202,"chr4:115213698:115213699"
"chr2:163474676:163474677",0.002560209,"chr2:164331186:164331187"
"chr10:35975208:35975209",-0.002558041,"chr10:36264136:36264137"
"chr7:122557026:122557027",0.002557628,"chr7:122197080:122197081"
"chr2:163621760:163621761",0.002556923,"chr2:164478270:164478271"
"chr18:22238566:22238567",-0.002555494,"chr18:19818529:19818530"
"chr13:89861469:89861470",0.002548293,"chr13:90513723:90513724"
"chr7:39959917:39959918",0.002544684,"chr7:39999516:39999517"
"chr20:35253265:35253266",0.002544103,"chr20:33841068:33841069"
"chr18:7000981:7000982",-0.002543147,"chr18:7000980:7000981"
"chr2:143259858:143259859",-0.002542429,"chr2:144017427:144017428"
"chr11:29504188:29504189",-0.002538991,"chr11:29525735:29525736"
"chr2:163592071:163592072",0.00253691,"chr2:164448581:164448582"
"chr4:54903925:54903926",-0.002535429,"chr4:55770091:55770092"
"chr6:27504066:27504067",-0.002535061,"chr6:27471845:27471846"
"chr12:50825883:50825884",-0.002525919,"chr12:51219666:51219667"
"chr4:150945414:150945415",-0.002524952,"chr4:151866566:151866567"
"chr2:205233137:205233138",0.002520894,"chr2:206097861:206097862"
"chr2:130900937:130900938",0.002520585,"chr2:131658510:131658511"
"chr6:113078448:113078449",-0.002509993,"chr6:113399650:113399651"
"chr19:5130561:5130562",0.002509104,"chr19:5130572:5130573"
"chr10:87653759:87653760",-0.002507936,"chr10:89413516:89413517"
"chr7:87557069:87557070",-0.002505035,"chr7:87186385:87186386"
"chr3:196082640:196082641",-0.002503547,"chr3:195809511:195809512"
"chr9:1775791:1775792",0.002495088,"chr9:1775791:1775792"
"chr8:82112476:82112477",-0.002493657,"chr8:83024711:83024712"
"chr19:40547715:40547716",-0.00248253,"chr19:41053621:41053622"
"chr7:87601214:87601215",-0.002480076,"chr7:87230530:87230531"
"chr1:208936867:208936868",-0.002473827,"chr1:209110212:209110213"
"chr13:27952891:27952892",0.002468037,"chr13:28527028:28527029"
"chr6:104941619:104941620",0.002467927,"chr6:105389494:105389495"
"chr7:31465856:31465857",-0.002457862,"chr7:31505470:31505471"
"chr4:121764415:121764416",0.00245761,"chr4:122685570:122685571"
"chr8:103695091:103695092",0.002457067,"chr8:104707319:104707320"
"chr18:25538446:25538447",-0.002454212,"chr18:23118410:23118411"
"chr3:197374190:197374191",-0.002449579,"chr3:197101061:197101062"
"chr6:163707444:163707445",-0.002449146,"chr6:164128476:164128477"
